i picked partly true and parly false because i feel like a butterfly starts asa catterpiller then grows to be a butterfly like other butterflys like ones we have in maine like the ones that come out in the summer and they have to have temperture thats not to hot or cold that is what i think\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\	0
females only hatch above 85 degrees and males hatch at 85 degrees and lower	1
i think that the statement was true because a butterfly cant be in the cold for as long as a caterpillar can because of the high winds and over the rain or snow coming down with all the hard pressure.	0
I think this claim is true because the butterfly can't be in the cold or high winds unlike a caterpillar that stays on the ground.	0
the leather back turtles gender is of the heat the females are mostly hotter than the males. the two that i pointed to were a boy and a girl the girls 5 hotter than the boy	1
I think the claim is false because there were similar tempters and it was out of order if it was male or female and in the wild scientists cant control the tempter of the beach so why wouldn't there be more of one type of gender	0
i said no because it says on the top temperature 85.80 and its a female and on the 2nd one down is says 85.04 and its a male	0
I say yes because it seems that the male are in the low 80s and that the male also and the female are hatching as female in the high 80s	1
when the caterpiler is in his chrysalis stage it is hoter but when it is in its normal stage it is ushiy less worm [NOTE: grayed out rows already coded in Feb13 file]	1
I really don't know.	0
Because the temperature is higher.	0
I think it's partly true and partly false because there are some caterpillars that have not became a chrysalis in the same temperature as the caterpillars that have already became chrysalis.	0
butterfly's like the warmness but it does not help them grow does the warmness help us grow we like it like butterfly's it does not help us grow.	0
the monarch is a caterpillar when it is bellow 59 degrees and its a chrysalis when it is 59 degrees or higher.  But not always, #3 was a caterpillar while it was 59.36 degrees and #29 was still a cater pillar when it was 60.90 degrees.	1
yes because 50 50	0
i think it is true because it said on one that it is a caterpillar and it was 56.84 (F) but then when it was in a chsalar so the wather sangis all the time so the caterpillar is in all cinds of wether.	0
I think its true because in the important data its says the temperature can change if its a girl or boy	0
?	0
it shows that the higher temperature always gets female and every low temperature would be male	
Because you have to know the butterfly's temperature if you are going to learn about them\n	0
because when my uncle was in the coast gaured  had to practice scuba diving and when he did did they broat like a almost 100 year old turtle in i think i said i think to do somethng with it he never told me what he did with the turtle	0
Because some male temps are low that means that females are high temps. But some males are quite high in temps.	1
I think this is true because if it is super cold outside the butter fly will be very cold and might freeze to death.  But if it is to hot the butter fly might die of heat.	0
because some are a high temperature and the monarchs are still caterpillars but some of the low temperatures are chrysalises	1
I think its true because if you look at the data on the chart you can see that male turtles are hatched when the sand temperature is 85.04 and below and the females temperature is  is 85.04 and higher.	1
I dont know	0
True, because if the sand is cool then it is a male, but if the sand is hot then it is a female.	1
they wod be dead of the temprchor.\n	0
I think this claim is true because in Playa the temperature is 85.80 and the turtle is a Female and in Playa the temperature is 80.67 and the turtle is a Male.	0
i dont know	0
BECASE IM HOMEAFOBIC AND I HATE TRANSEGENDER	0
The females are usually hotter.	1
because some times its colder than other times and its still the same part of the cycle\n	0
Most eggs don't hatch with warm weather but they also can hatch themselves.\n	0
because it starts from caterpillar to chrysalis, then it ends with a caterpillar not a butterfly.	0
Because when it's a girl the temperature is in the 80's and when its a boy the temperature is in the 80's too.	0
i think  it is false because they don't rush right throw  there life sycel	0
In Playa most of the females sand temperature is higher than the males sand temperature. Like number 1 Playa 85.80 was a female. then number 8 at Playa 80.67 was a male. So it must make a difference if the temperature of the sand is high or low because almost all of the lower ones are male and most of the higher ones are female.	1
latherback sea turtles are the bigest species. and they can get up to 2000 pounds but the green sea turtle can get up to 500 pounds an live up to 100 years old	0
i don't know you tell me	0
All higher temperatures above 59.50 are in stage 3 or 4 because of how high the temperature is in there location. But just 6 of them are still in stage 2 though.I have thought about it and came up with this theory, they may have been born just went the temperature was warmer and they still are growing fast but just have not made the cut.	1
I can see that the Female has bigger numbers then the Males	1
becuse i feel like it is true and	0
The claim is false because I sorted it lowest to highest temperature and the caterpillars was yes, all in one group, but they kept going back 'n' forth. Caterpillars, chrysalis, then back to caterpillars. \nSo therefor the caterpillars will form into pupa at different rates in different temperature, however, it changes groups in the same temperature!\nFor instance, 59.36 is in the caterpillar bunch, but, the pupa is in 59.54.So maybe temperatures could support faster growth, however, due to the continuous changing i believe that this statement is also incorrect. That is why the statement is partly true, and partly false.\n	1
I think it is true because a turtle needs to feel comfortable when they are laying their eggs.	0
sometimes it might be harder to lay eggs and give birth in colder-weather because it might hurt	0
Cause the type of turtles only hatch as males	0
I think it is because if its cold the butterfly might freeze and if they are warm they will have a longer lifespan and they migrate so if the to some place warm and the tempature changes they might die	0
84.20 and up is allmost all female	1
Every chrysalis tested had a temperature between 59 degrees and 63 degrees. The majority of  the chrysalises were inside.\nEvery caterpillar tested was between 54 and 60 degrees. Most caterpillars were outside. the locations for both were very close between more inside or more outside. Overall, I think it is partially true is because it is true, but the difference in temperature ranges was very small and might not mean anything. Also, the location may or may not have made a difference.	1
if it is warm out it will change faster than if it is cold	1
The temperature for male eggs was between 80-86, which is lower than the 84-87 that the female eggs had. I believe that if the egg is warmer, females will hatch. If it's colder, males will hatch.	1
i'm not good with math\n	0
because if the temperature change  will efeck\nit and it will not think it is clam.	0
For the first 2 data reports, both "butterflies" were outside. 2\'s butterfly was outside in warmer weather, and was a chrysalis already. 1\'s butterfly\'s was in a cooler weather than 2 so warmer weather does speed up the life cycle of a butterfly.	1
I think That It's Partly true And Partly False Because When You Look At the chart it Kinda Changes The form By tempature But it Kinda Doesn't.	0
I think this is true because if you look at the temperatures \n84 degrees and up are all females and if you look at the male temperatures they are all 86 and under.	1
As you can see the claim is false one of the female leatherbacks are 82.45 and it was at suriname and a difrent leatherback was 86.97 and it was at suriname so it is false	0
i think that because they can both be man or femal	0
The data shows the caterpillars are turning into chrysalis at certain temperatures without supplying anymore info. How much did they eat? What did they eat? Where did they live? When did they eat? Were they sick? There's a lot more that we would need to know in order to tell. There are indoor caterpillars that turned in to chrysalis, but outdoor caterpillars, too. For all we know, the outdoor ones could be more productive out in the wild, and the indoor ones may just be fed and lazy.	0
I think its partly true and partly false Because, it depends where they are like if there  Africa i could be jest right or too hot or in Maine it could be to cold that's why they go away for the winter. They go the warmer climits when there climit is too cold. That's why I think its partly true and partly false.	0
The reason why is because heat can change how will it gose thought it's cycle because it can shevle up and it could die in the cold due to the tempture drop.	0
the temperature does not seem to affect the butterfly's life cycle.	0
I think it is true because in the data the lower temperature the more males and the higher temperature the more females.	1
If you look at the temperatures from lowest to highest, you see that all the lowest temperatures say caterpillar and the higher temperatures say chrysalis. This shows that the temperature of the habitat affects how quickly monarch butterfly's life cycle stages change.	1
I don't think that the temperature affects there gender because they were already made in the costumier of the turtle. So if I was in my moms costumier and it was hot I don't think that would affect my gender. But this is a hole different animal. But its not able to switch its gender.\nA mom cant just say i want a girl. that's not possible.	0
Most of the male eggs are hatched in cooler weather, however most of the female eggs are in a little bit warmer weather	1
i think it is true because if there cocoon is frozen then they can't be changing and there stages of becoming a butterfly.That's why i think the temperature matters in a butterfly's habitat.	0
it does not madder about the weather. It just madders what the turtle gave birth to in the eggs.	0
Lots of the turtles that were raised in a cooler environment were males. A piece of evidence is from 80.60 to 83.85 are all males. The females are manly in the group with higher temperature. For example from 85.42 to 88.08 are all females.	1
Becuase if its cold the monarch will die becuse it does not have much fat on it so if will freeze to death	0
if you look at 1,2,and 3 the first is female and the temperature is at 85.80 and then the second one is male the temperature for that one is 85.04 but if you look at the third its female but the temperature is 84.77 which is colder than the males	0
I think it is partly true and partly false because most of the sand that was 85 or higher were females, and most of the sand that 85 or lower were males. It isn't like this through the whole thing.	1
because the male turtles have to stay safe and if we are being honest i don't remember the question	0
sometimes it did turn into a chrysalis, and sometimes it didn't. Iv'e heard that it depends how much food it has.	0
If your looking at the chart, the females temperature is much higher than the males but, some of the temperatures are the same for both the genders. Thats why I think its partly true.	1
when it was cold outside they were mostly still caterpillars. I also saw that some of them were inside witch I think has effected how they grew to be butterflies because it was warmer inside then outside some days,  I think that may of effected how they grew.	1
When you sort the data from low to high,you can clearly see that the claim is partly true. On the lower side of the chart, it is only male but in the middle some of the temps. Run up to 85.19 dagress. Which was uncommen for the sex. Wich is why only part of the claim is true.	1
because when in the higher temperatures the insect is mostly in the caterpillar stage and when it's in the lower temp they're mostly in the chrysalis stage but in some parts of the table that is not true.	1
Sea turtles are kinda the same as people. When they are born the heat doesn't change the gender. For ex: Sample number 3 and 16 They both have 84 as there temperature but one is female and one is male. It depends on if the father gave that egg the X or Y in the chromosomes.	0
I think this is false because they are all different temperatures and one of the males temperature is 84.98 and a females is 84.20 so those are almost the same temperature so it does not matter.	0
The temperature of the monarch butterfly's habitat can kind of affect how fast they change if the conditions are to hot they might form faster than if the conditions were cooler. the butterfly's can sometimes be in the sand and if they are lower in the sand they wont get as hot but  the higher up they are in the sand the hotter they will get and might form faster. if they are i sand they can change all kinds of speeds but it can all depends on where they are in the sand.	1
I said what I said because of males where more cornily born in colder places	1
because if its to cold it might freeze, killing the butterfly, and if its to warm or hot it could die of exhaustion or it could over-heat causing the stages of a butterfly to slow down.	0
I think its false because if stage 3 froze than i will take more time to unfreeze.	0
The temperature of the sand shouldn't affect the eggs because when you look at your data table you can see there is no clear pattern for the temperatures to prove that there is a way for the temperature to affect whether leatherback eggs are hatch as male or female.	0
higher the tempeature the more females hatched	1
i think its true because the temperature affects whether leatherback eggs hack then they will die	0
I think it is false because the turtle born in Playa for example is a female that was born at a temperature of 85.80 degrees Fahrenheit and one of the males born in Playa is 84.98. There is also males, and females born in Suriname that are almost exactly the same temperature when they were born. In conclusion that is why i think that The sand temperature doesn't affect whether leatherback eggs hatch as a male or female.   \n\n\n\n\n\n\n\n\n\n\n\n\n\n\np	0
I think it is true because if it is cold it is harder for them to turn into a butterfly because it is so cold outside. Another example is if it is really hot outside then it would be hard for the crystal to change because it is so hot.	0
all the females are at a higher tem like 85 butt the males are lower like 80 but some males are at 85 too and some females are as low as 84	1
a male was born i 86.54 temp	0
The thing I just read said that the eggs can change but nothing about weather effects the turtle eggs.	0
I think this is true because the tempertature can effect how the butterfly can grow, also how fast it grows.	0
because some eggs need to be incubated and stuff and some dot so maybe the sand can cause it to not you hatch it can take longer	0
Because it takes time for it to go through the stages. The temperature could change it maybe a little bit but not a lot for it to change how quick the stages go by.	0
Different butterflies are at different stages and the temperature  has nothing to do with how fast the butterfly goes through the stages of its life.	0
I think its only Party True / Partly False. I think this because if you look at the data you will see mainly in one locations its true about the claim but once you look at both you see that it's its not all true. Because for example #28 and #2 Work then if you look at another pair such as #22 and #26 it doesn't work in the slightest if you compare with the first example.	0
if the sand is hot it will eafeck the eggs	0
Claim: My claim is that the tempeture of the sea turtles eggs doesnt affect the gender. \nEvidence: In the data it doesn't neccarsily show weather or not the it makes a different of the gender on the types of sea turtles. For example the lowest tempeture. The highest temperture is 88.8 which is a female. The lowest temperture is 80.60 which is a male. Also in the data all the tempertures are mixed around it doesnt show anything like females are always hotter and males are colder and vice versa.\nReasoning: That is the reasoning why i do not think that the tempeture of the egg in the sand does not impact the gender of the sea turtle.	0
The temperature was higher for females.	1
I think it is true because if this butterfly went some where really cold then i think it would affect how quickly it goes through their stages.	0
it goes up and down in the data.	0
I think its partly true and partly false because some of the male and females have almost the same exact temperature and some of them have lower or higher temperatures so it can be either gender depending on the coldness or the warmth of the sand or the eggs.	0
My claim is that the temperature that a chrysalis is in depends on how fast it grows into an adult because, if the temperature is 50 that is not normal for a butterfly to grow in the average temperature is around 60 degrees Fahrenheit. So if it was 50 degrees it would be below what they are used to so it would grow slower.	1
i think is is true because the lowest for males to spawn is 80.60 temp and the lowest for females is 84.20 temp so the hotter the sand it will be a female the colder the sand is it going to be a male and that's why the sand temperature affects if it's a male or female	1
I think the sand temperature does affect whether the turtle is male or female according to the data chart any temperature under 85 degrees the egg hatches and it's a male any temperature above 85 when the egg hatches it's a female.	1
it is the same speed going throthe life sicel.	0
I think this claim is partly true because most of the the ones in the 60's are chrysalises and most of the 50's are not	1
I think that it is partially true because it shows that the warmer the temperature the faster it will grow but, I believe this only goes for when the caterpillar is outside because it seems that when a caterpillar is inside it doesn't grow as quickly because  it's not in it's natural habitat.	1
because there all in the 80 to 85 temperature so it cant be because of the temperature. Some of them are almost the same temperatures but there different genders.\n	0
I think this claim is true because when the monarch butterfly was outside and the temperature was at 56.84 it was only a caterpillar. But when a different monarch butterfly was also outside at a temperature of 59.54, it was already  in a chrysalis.	1
I think that  it is partly Fales cuz it lakes a long time to              \nbecome a butterfly..	0
When the sand temperature is hotter the eggs hatch as female, and when the sand is cooler the eggs hatch as male. For example, some of the male egg temperature were, 80.60, 82.45, and 83.25. But then some of the female temperatures were, 87.09, 88.08 and 86.54, so there is a big difference in those temperatures which means that the eggs hatch as female when the sand is hotter, and the eggs hatch as male when the sand is cooler.	1
I think that the tempature can affect how fast the butterfly goes through it's life cycles because you don't want the temperature to be too hot or too cold, so I think that the outside was perfect tempature because if it was too hot the butterfly would probably not be able to grow as fast but you would want kind of hot so a little hotter then warm. You don't really want it to be that cold for a butterfly because then it won't grow fast you barely want any cold.	0
because the numbers jump all over the place from high to low.So it seems like it dosent matter what tempature it is	0
We believe the temperature of the sand does contribute to male or female eggs.  Male's were primarily hatched in the low 80's to 83 range.  Females were primarily hatched in the 85 - 88 range.	1
The claim is false because one Monarch it grew up at 59.54 degrees, and it is in the 3rd stage of growing which is the chrysalis. While a Monarch who grew up in warmer temps at 63.14 degrees is at the same step in there life cycle the chrysalis. And that is why this claim is false	0
The reason why is because the 8th sample was at Playa it was 80.67 degrees and it was a male and the 9th sample it was at the same place and the temperature was 84.20 and it was a female. So the warmer it is it is a female the colder it is it is a male. Every temperature that is over 84 degrees is a female every temperature that is under 84 degrees is a male.\n	1
I think true because if a monarch butterfly's habitat is cold then it  will not be able to transfer throw out all of the other stages in its life cycle, but if a monarch butterfly's habitat is warm then it will be able to transfer throw the stages. Just like if a human goes out side in the cold then the fluids inside of your body will not stay warm, but if you are inside and it is warm inside then the fluids in your body will keep running faster throw out your body.	1
I believe that the female are born in the higher temperature than the males. The numbers on the board for females the highest is 87.09 for for the temp, but for the boys it's like 83.62 for the temp.	1
I think its false because male and female turtles were being born in 85 degrees.The same goes for 84 degrees.	0
hi my name is ................	0
all of the chrysalis are 60 or above and all of the caterpillar are below 59	1
because It's mostly the same temperature.	0
because sea turtles are dieing we got to say those sea turtles	0
I believe that the sand temperature affects whether the leather back eggs hatch as a fem. or male.Because in the article it said that scientist sometimes collect the eggs and control the temp. and then check if they are a fem. or male.	0
Yes this is true because I sorted the temps from low to high, and on average the lower temps were all male hatchlings. and the high temps were all female, so yes there is a corallation between sand temperature and the the gender of the eggs of leatherback turtles.	1
i don"t know	
i choose no because all sands are the same	
because it will still be in the 50 or 60 degrees if it is outside or inide	0
It's True because it is the same thing but their are a little diference. They almost have the same patterns.	0
its false because we don't have enough information.	0
No because there are all diffrent types of temetures and they are both female and male so this claim is false. They all are 80 degres or over.	0
The lower temperature they are in the caterpillar stage and in the higher temperature they are in a chrysalis stage.	1
dot no\n	0
I don't think it really matters were they are born or what temp it is they will be any gender really think suriname has more boys than girl and playa has more girls than boys.	0
I think the terteles are lether back becuse there are diferet to other  tipes of anamules	0
The sand temperature does not hove anything to do with if the leatherback being male or female.\n\n	0
it taks abowt a yere	0
well most females in the data are born in 85.50 degrees  or more and most males are born below 85.50 degrees. all but 2 females are bore in less 80.50 degrees. and there not 1 male is born in more that 80.50. so its not exactly true but it is party true	1
if its to cold it will freeze to death and if its to warm its perfect temp for it to live	0
Normaly when the temp is in the 60's they usually are in their chrysalis period of transformation. But one of the chrysalis periods is in the 50 to 59 degree range.	1
there are more female in the higher temp and the males are in the lower temp and they kind of mix in the middle	1
when the temperature is lower most of the butterflys are still caterpillers and when the temperature is higher most of the butterflys are chrysalis	1
I think this is true because if you read 20 you can see why I think it is the right answer.	0
Sample 1 & Sample 2 were about the same temp but were Male and Female.\n\nBut in Sample 23 & 24 the temp was 4 degress different,but were also Male and Female.	0
i think it is  true because in this story it said it was faster when it was warm and not when it was cold\n	1
i think its partly true and partly false because number 1 and  2 are both 85 degrees and one is male and ones female but numbers 19 and 20 is a big different 19 is 80 degrees and its a male and 20 is 86 degrees and a female	1
If you look at the data you will see the data I highlighted their is a Temperature the same and they are Male and Female.	0
It's not about the sand tempature it's about if their genes are stronger and their genes dertermine what gender they are.	0
If a monarch butter was in a cold tempertured area it would take longer because its to cold but if it was really warm the proces would go quicker.	1
It's false because if you look at the data, there are still some caterpillars that have the same temperature as the ones in the chrysalis's. That means they are in the same temperature as the ones who are growing up faster.	0
the go thro stoages and the wintr thay are thry millen miols from thay nachrol habtat	0
I think when the caterpillar is outside it will get very warm and when the caterpillar is inside it will cool off.	0
I think it is true because if it hurting the eggs then it will start to hurt the baby turtel inside and that means there might not be anymore turtels after this!	0
there wore more boys than girls but  they were pretty close the same amount so that's why I said it was partly true and partly false	0
because the butterfly has to go places	0
As I quickly looked through the location, and went onto temperature where I looked and saw that mainly the monarch butterfly does turn into the chrysalis quicker at hotter temperatures whether inside or outside.	1
The caterpillars all went into their pupas when the temperature was 59 degrees (F) or higher.	1
when the temature became hotter and more dense the buterfly started going through the cycles of their transformation	1
because the report showd that the tempiture dosent realy matter	0
because the tempature is the same all the time or in the same range or temp.	0
because  the sand in the summer id most of the time on the top of the sand is hot but on the bottom, it is cool not super cold then  \n   \n? do they lay eggs in the winter	0
After studying the data I conclude that the sea turtles who were born when the sand temperatures were 84 degrees primarily turned out as females. But when the temperatures were 83.99 degrees and below the sea turtle were males.	1
Because it shows inside and outside and two are both caterpillars but then also one is a chrysalis. That is the same tempachure so kinda true kinda false	0
It is false because it never said anything about the temperature.  And it didn't say anything really about the male and female.	
It is false because it never said anything about the temperature.  And it didn't say anything really about the male and female.	
it's partly true and partly false because maybe the sand temperature does affect whether leatherback eggs to hatch as male or female but it could be false because it depends on the gender who knows if the sand temperature affects the animal's gender	
it's partly true and partly false because maybe the sand temperature does affect whether leatherback eggs to hatch as male or female but it could be false because it depends on the gender who knows if the sand temperature affects the animal's gender	
when outside it  chrysalis's faster and it's warmer outside	1
